Fall,GeoLocation,Id,Name,Nametype,Recclass,Year,Reclat,Reclong,Mass
Found,"(33.7, -83.7)",23659,Social Circle,Valid,"Iron, IVA",1927,33.7,-83.7,99300
Found,"(32.15833, -111.11333)",23658,Snyder Hill,Valid,L5,1994,32.15833,-111.11333,1160
Found,"(32.71667, -100.91667)",23657,Snyder,Valid,H3,1983,32.71667,-100.91667,16900
Found,"(33.58333, -102.16667)",23655,Smyer,Valid,H6,1968,33.58333,-102.16667,3273
Found,"(35.98333, -85.85)",23654,Smithville,Valid,"Iron, IAB-MG",1840,35.98333,-85.85,70500
Found,"(36.41667, -80.0)",23652,Smith's Mountain,Valid,"Iron, IIIAB",1863,36.41667,-80,5000
Found,"(34.0, -83.16667)",23651,Smithonia,Valid,"Iron, IIAB",1940,34,-83.16667,69900
Found,"(37.13333, -88.4)",23650,Smithland,Valid,"Iron, IVA",1839,37.13333,-88.4,5000
Found,"(39.83333, -99.01667)",23649,Smith Center,Valid,L6,1937,39.83333,-99.01667,1585
Found,"(34.65, -91.58333)",23647,Slovak,Valid,H5,1962,34.65,-91.58333,8220
Found,"(33.11861, -102.74056)",23644,Sligo,Valid,H3.9,1976,33.11861,-102.74056,78
Found,"(33.43333, -101.75)",23625,Slaton,Valid,L4,1941,33.43333,-101.75,1070
Found,"(49.25, -111.86667)",23622,Skiff,Valid,H4,1966,49.25,-111.86667,3540
Fell,"(42.58333, -103.66667)",23614,Sioux County,Valid,Eucrite-mmict,1933,42.58333,-103.66667,4100
Found,"(34.53333, -101.18333)",23601,Silverton (Texas),Valid,H4,1938,34.53333,-101.18333,2576
Found,"(35.34443, -116.11485)",23599,Silver Dry Lake 002,Valid,H6,2000,35.34443,-116.11485,16.5
Found,"(35.37333, -116.125)",23598,Silver Dry Lake 001,Valid,L4,2000,35.37333,-116.125,218.8
Found,"(41.23333, -104.98333)",23597,Silver Crown,Valid,"Iron, IAB-MG",1887,41.23333,-104.98333,11600
Found,"(32.48333, -111.56667)",23596,Silver Bell,Valid,"Iron, IIAB",1939,32.48333,-111.56667,5100
Found,"(35.51752, -116.17607)",23595,Silurian Dry Lake,Valid,LL6,2000,35.51752,-116.17607,43.8
Found,"(32.5, -115.5)",23592,Signal Mountain,Valid,"Iron, IVA",1919,32.5,-115.5,63500
Found,"(33.0, -107.5)",23589,Sierra County,Valid,H5,1962,33,-107.5,1000
Found,"(27.15, -104.9)",23587,Sierra Blanca,Valid,"Iron, IAB?",1784,27.15,-104.9,405
Found,"(41.05, -102.9)",23585,Sidney,Valid,L,1941,41.05,-102.9,6000
Found,"(39.76667, -76.66667)",23581,Shrewsbury,Valid,"Iron, IAB-sLL",1907,39.76667,-76.66667,12000
Found,"(38.66667, -120.93333)",23535,Shingle Springs,Valid,"Iron, ungrouped",1869,38.66667,-120.93333,39000
Found,"(38.7, -100.35)",23533,Shields,Valid,H5,1962,38.7,-100.35,9780
Fell,"(44.05, -80.16667)",23529,Shelburne,Valid,L5,1904,44.05,-80.16667,18600
Found,"(34.125, -115.56333)",23528,Sheephole Valley 002,Valid,L4,1999,34.125,-115.56333,4.4
Found,"(34.125, -115.56333)",23527,Sheephole Valley,Valid,H4,1999,34.125,-115.56333,62.1
Found,"(39.53333, -103.33333)",23526,Shaw,Valid,L6/7,1937,39.53333,-103.33333,17500
Fell,"(37.83333, -76.7)",23525,Sharps,Valid,H3.4,1921,37.83333,-76.7,1265
Found,"(38.77083, -101.79833)",23524,Sharon Springs,Valid,L6,1983,38.77083,-101.79833,23400
Found,"(33.7, -101.93333)",23522,Shallowater,Valid,Aubrite,1936,33.7,-101.93333,4650
Found,"(32.4, -102.58333)",23513,Shafter Lake,Valid,H5,1933,32.4,-102.58333,3027
Found,"(37.2375, -92.78694)",23511,Seymour,Valid,"Iron, IAB-MG",1940,37.2375,-92.78694,25900
Found,"(34.26889, -101.64722)",23505,Seth Ward,Valid,H5,1977,34.26889,-101.64722,3800
Found,"(41.78333, -84.18333)",23499,Seneca Township,Valid,"Iron, IVA",1923,41.78333,-84.18333,11500
Found,"(42.91667, -76.78333)",23498,Seneca Falls,Valid,"Iron, IIIAB",1850,42.91667,-76.78333,4000
Found,"(39.83333, -96.06667)",23497,Seneca,Valid,H4,1936,39.83333,-96.06667,1900
Found,"(32.71667, -102.65)",23494,Seminole Draw (b),Valid,H5,1976,32.71667,-102.65,1192.7
Found,"(32.71667, -102.65)",23493,Seminole Draw (a),Valid,L6,1976,32.71667,-102.65,478
Found,"(32.71667, -102.65)",23492,Seminole (e),Valid,H5,1977,32.71667,-102.65,758.2
Found,"(32.71667, -102.65)",23491,Seminole (d),Valid,H6,1976,32.71667,-102.65,1710
Found,"(32.55, -102.39167)",23490,Seminole (c),Valid,H4,1967,32.55,-102.39167,1711
Found,"(32.54333, -102.705)",23489,Seminole (b),Valid,H4,1965,32.54333,-102.705,1184
Found,"(32.68333, -102.61667)",23488,Seminole,Valid,H4,1961,32.68333,-102.61667,43900
Found,"(32.4, -87.0)",23486,Selma,Valid,H4,1906,32.4,-87,140600
Found,"(35.28333, -112.86667)",23485,Seligman,Valid,"Iron, IAB-MG",1949,35.28333,-112.86667,2200
Found,"(39.53333, -100.56667)",23484,Selden,Valid,LL5,1960,39.53333,-100.56667,1560
Found,"(39.27667, -102.88667)",23480,Seibert (b),Valid,L6,1991,39.27667,-102.88667,8600
Found,"(39.3, -102.83333)",23479,Seibert (a),Valid,H5,1941,39.3,-102.83333,3500
Found,"(39.36667, -100.63333)",23478,Seguin,Valid,H6,1956,39.36667,-100.63333,750
Fell,"(44.36667, -69.2)",23472,Searsmont,Valid,H5,1871,44.36667,-69.2,5400
Found,"(32.98333, -102.56667)",23471,Seagraves (c),Valid,L6/7,1989,32.98333,-102.56667,26810
Found,"(32.91722, -102.5)",23470,Seagraves (b),Valid,H5,1976,32.91722,-102.5,4600
Found,"(32.93333, -102.58333)",23469,Seagraves,Valid,H4,1962,32.93333,-102.58333,13000
Found,"(32.5, -101.0)",23468,Scurry,Valid,H5,1937,32.5,-101,118000
Found,"(36.76667, -86.16667)",23466,Scottsville,Valid,"Iron, IIAB",1867,36.76667,-86.16667,10000
Found,"(38.46667, -100.93333)",23462,Scott City,Valid,H5,1905,38.46667,-100.93333,2135
Fell,"(42.86083, -73.95028)",23458,Schenectady,Valid,H5,1968,42.86083,-73.95028,283.3
Found,"(40.86217, -118.54167)",23191,Sawtooth Knob,Valid,"Iron, IIAB",2002,40.86217,-118.54167,18.54
Found,"(35.16667, -88.18333)",23189,Savannah,Valid,"Iron, IIIAB",1923,35.16667,-88.18333,60000
Found,"(32.94889, -81.865)",23177,Sardis,Valid,"Iron, IAB complex",1940,32.94889,-81.865,800000
Found,"(39.84433, -100.51)",23175,Sappa,Valid,L6,1983,39.84433,-100.51,5950
Found,"(24.5, -106.0)",23169,Santiago Papasquiero,Valid,"Iron, ungrouped",1958,24.5,-106,119500
Found,"(27.33333, -112.33333)",23168,Santa Rosalia,Valid,"Pallasite, PMG",1950,27.33333,-112.33333,1631
Fell,"(24.16667, -99.33333)",23164,Santa Cruz,Valid,CM2,1939,24.16667,-99.33333,60
Found,"(24.46667, -103.35)",23163,Santa Clara,Valid,"Iron, IVB",1976,24.46667,-103.35,63000
Found,"(40.43333, -98.06667)",23158,Sandy Creek,Valid,L5,1999,40.43333,-98.06667,1330
Found,"(35.93333, -91.63333)",23157,Sandtown,Valid,"Iron, IIIAB",1938,35.93333,-91.63333,9350
Found,"(35.25, -106.5)",23156,Sandia Mountains,Valid,"Iron, IIAB",1925,35.25,-106.5,45000
Found,"(30.13333, -102.15)",23135,Sanderson,Valid,"Iron, IIIAB",1936,30.13333,-102.15,6800
Found,"(40.81667, -102.25)",23134,Sand Draw,Valid,H5,1947,40.81667,-102.25,1200
Found,"(39.43, -99.995)",23133,Sand Creek,Valid,H5,1986,39.43,-99.995,2443
Found,"(29.5, -98.5)",23131,San Pedro Springs,Valid,L6,1887,29.5,-98.5,72
Fell,"(33.48472, -117.6625)",23128,San Juan Capistrano,Valid,H6,1973,33.48472,-117.6625,56
Found,"(24.7, -99.08333)",23125,San Jos_,Valid,H5,1944,24.7,-99.08333,532
Found,"(35.0, -112.0)",23124,San Francisco Mountains,Valid,"Iron, IVA",1920,35,-112,1700
Found,"(23.48333, -104.36667)",23123,San Francisco del Mezquital,Valid,"Iron, IIAB",1868,23.48333,-104.36667,7500
Found,"(36.0, -119.0)",23122,San Emigdio,Valid,H4,1887,36,-119,36000
Found,"(31.41667, -100.35)",23117,San Angelo,Valid,"Iron, IIIAB",1897,31.41667,-100.35,88000
Found,"(42.53333, -122.875)",23116,Sam's Valley,Valid,"Iron, IIIAB",1894,42.53333,-122.875,6920
Found,"(37.95, -85.78333)",23113,Salt River,Valid,"Iron, IIC",1850,37.95,-85.78333,3600
Found,"(40.91667, -111.66667)",23112,Salt Lake City,Valid,H5,1869,40.91667,-111.66667,875
Found,"(39.4, -100.4)",23109,Saline,Valid,H5,1901,39.4,-100.4,30800
Found,"(38.98333, -111.85)",23108,Salina,Valid,Iron,1908,38.98333,-111.85,235
Fell,"(44.97917, -122.96944)",23107,Salem,Valid,L6,1981,44.97917,-122.96944,61.4
Found,"(27.0, -105.25)",23105,Salaices,Valid,H4,1971,27,-105.25,24500
Found,"(34.31833, -103.47167)",23095,St. Vrain,Valid,OC,1971,34.31833,-103.47167,45.5
Found,"(39.4, -100.03333)",23094,St. Peter,Valid,L5,1957,39.4,-100.03333,6800
Fell,"(38.16667, -76.38333)",23091,St. Mary's County,Valid,LL3.3,1919,38.16667,-76.38333,24.3
Fell,"(38.7, -90.23333)",23089,St. Louis,Valid,H4,1950,38.7,-90.23333,1000
Found,"(31.73333, -101.505)",23088,St. Lawrence,Valid,LL6,1965,31.73333,-101.505,2600
Found,"(37.96667, -90.31667)",23086,St. Genevieve County,Valid,"Iron, IIIF",1888,37.96667,-90.31667,244500
Found,"(37.75, -90.5)",23085,St. Francois County,Valid,"Iron, IC",1863,37.75,-90.5,3600
Found,"(40.71667, -90.41667)",23080,Saint Augustine,Valid,"Iron, IID",1974,40.71667,-90.41667,22000
Found,"(40.45, -100.75)",23079,St. Ann,Valid,H6,1938,40.45,-100.75,373.5
Found,"(32.86583, -97.32306)",22797,Saginaw,Valid,Iron,1979,32.86583,-97.32306,44500
Found,"(32.91667, -104.66667)",22794,Sacramento Mountains,Valid,"Iron, IIIAB",1890,32.91667,-104.66667,237200
Found,"(32.13333, -111.13333)",22789,Ryan Field,Valid,H5,1982,32.13333,-111.13333,8.9
Found,"(39.8, -105.5)",22788,Russel Gulch,Valid,"Iron, IIIAB",1863,39.8,-105.5,13200
Found,"(39.61667, -85.45)",22787,Rushville,Valid,L5,1866,39.61667,-85.45,50
Found,"(38.61667, -102.71667)",22786,Rush Creek,Valid,L6,1938,38.61667,-102.71667,9300
Found,"(39.5, -85.5)",22785,Rush County,Valid,H5,1948,39.5,-85.5,4300
Found,"(34.3, -81.4)",22779,Ruff's Mountain,Valid,"Iron, IIIAB",1844,34.3,-81.4,53070
Found,"(35.95, -104.2)",22775,Roy (1934),Valid,L6,1934,35.95,-104.2,5619
Found,"(35.95, -104.2)",22774,Roy (1933),Valid,L5,1933,35.95,-104.2,47200
Found,"(46.78333, -108.56667)",22771,Roundup,Valid,"Iron, IIIAB",1990,46.78333,-108.56667,17590
Found,"(39.16667, -98.43333)",22770,Roundsprings,Valid,H5,1986,39.16667,-98.43333,6000
Found,"(30.06667, -96.7)",22769,Round Top (b),Valid,H4,1939,30.06667,-96.7,7166
Found,"(30.05806, -96.65139)",22768,Round Top (a),Valid,L5,1934,30.05806,-96.65139,9935
Found,"(30.81667, -97.05)",22767,Rosebud,Valid,H5,1915,30.81667,-97.05,54900
Fell,"(44.51667, -83.95)",22766,Rose City,Valid,H5,1921,44.51667,-83.95,10600
Found,"(34.83333, -118.06667)",22764,Rosamond Dry Lake,Valid,L,1940,34.83333,-118.06667,850
Found,"(34.21667, -103.13333)",22762,Roosevelt County 107,Valid,L6,2000,34.21667,-103.13333,81.2
Found,"(34.21667, -103.93333)",22761,Roosevelt County 106,Valid,L6,2001,34.21667,-103.93333,98.8
Found,"(34.18833, -103.94167)",22760,Roosevelt County 105,Valid,H5,1998,34.18833,-103.94167,30
Found,"(33.72217, -103.67333)",22759,Roosevelt County 104,Valid,L5,1998,33.72217,-103.67333,51.7
Found,"(33.73883, -103.65)",22758,Roosevelt County 103,Valid,L6,1998,33.73883,-103.65,10
Found,"(33.995, -103.25)",22757,Roosevelt County 102,Valid,L5,1988,33.995,-103.25,8345
Found,"(34.05, -103.58333)",22756,Roosevelt County 101,Valid,H5,1979,34.05,-103.58333,12.6
Found,"(34.3, -103.45)",22755,Roosevelt County 100,Valid,L5,1970,34.3,-103.45,6.8
Found,"(33.6, -103.3)",22754,Roosevelt County 099,Valid,H(5?),1969,33.6,-103.3,9.8
Found,"(34.21667, -103.55)",22753,Roosevelt County 098,Valid,L6,1969,34.21667,-103.55,15
Found,"(33.95833, -103.93833)",22752,Roosevelt County 097,Valid,H4,1996,33.95833,-103.93833,56
Found,"(34.09167, -103.67667)",22751,Roosevelt County 096,Valid,L5,1996,34.09167,-103.67667,212.2
Found,"(34.09167, -103.50167)",22750,Roosevelt County 095,Valid,L/LL5,1995,34.09167,-103.50167,12.1
Found,"(34.08333, -103.5)",22749,Roosevelt County 094,Valid,L5,1994,34.08333,-103.5,3.55
Found,"(34.08333, -103.5)",22748,Roosevelt County 093,Valid,L5,1994,34.08333,-103.5,2.78
Found,"(34.08333, -103.5)",22747,Roosevelt County 092,Valid,L5,1994,34.08333,-103.5,34.29
Found,"(34.08333, -103.5)",22746,Roosevelt County 091,Valid,H4,1994,34.08333,-103.5,3.15
Found,"(34.28333, -103.51667)",22745,Roosevelt County 090,Valid,H4,1993,34.28333,-103.51667,6.4
Found,"(34.13333, -103.53333)",22744,Roosevelt County 089,Valid,H5,1980,34.13333,-103.53333,1615
Found,"(33.88333, -103.56667)",22743,Roosevelt County 088,Valid,H4,1978,33.88333,-103.56667,7.5
Found,"(34.06667, -103.51667)",22742,Roosevelt County 087,Valid,H5,1977,34.06667,-103.51667,8.2
Found,"(34.28333, -103.28333)",22741,Roosevelt County 086,Valid,L6,1974,34.28333,-103.28333,9
Found,"(34.31667, -103.38333)",22740,Roosevelt County 085,Valid,L4,1969,34.31667,-103.38333,140
Found,"(34.2, -103.23333)",22739,Roosevelt County 084,Valid,L4,1969,34.2,-103.23333,69.6
Found,"(33.66667, -103.41667)",22738,Roosevelt County 083,Valid,H5,1969,33.66667,-103.41667,14.8
Found,"(34.08333, -103.56667)",22737,Roosevelt County 082,Valid,H4,1969,34.08333,-103.56667,137
Found,"(33.63333, -103.16667)",22736,Roosevelt County 081,Valid,H5,1969,33.63333,-103.16667,522.2
Found,"(34.05, -103.5)",22735,Roosevelt County 080,Valid,H6,1968,34.05,-103.5,727.8
Found,"(34.1, -103.58333)",22734,Roosevelt County 079,Valid,H4,1993,34.1,-103.58333,30.2
Found,"(34.08333, -103.5)",22733,Roosevelt County 078,Valid,L4,1992,34.08333,-103.5,6.9
Found,"(34.08333, -103.5)",22732,Roosevelt County 077,Valid,L4,1992,34.08333,-103.5,10.9
Found,"(34.08333, -103.5)",22731,Roosevelt County 076,Valid,L4,1992,34.08333,-103.5,3.3
Found,"(34.18333, -103.43333)",22730,Roosevelt County 075,Valid,H3.10,1990,34.18333,-103.43333,258
Found,"(34.08333, -103.51667)",22729,Roosevelt County 074,Valid,L5,1990,34.08333,-103.51667,22.2
Found,"(34.08333, -103.48333)",22728,Roosevelt County 073,Valid,H5,1989,34.08333,-103.48333,288
Found,"(34.1, -103.48333)",22727,Roosevelt County 072,Valid,L5,1989,34.1,-103.48333,9.8
Found,"(34.1, -103.48333)",22726,Roosevelt County 071,Valid,L4,1989,34.1,-103.48333,5.3
Found,"(34.1, -103.48333)",22725,Roosevelt County 070,Valid,L5,1989,34.1,-103.48333,2.3
Found,"(34.1, -103.48333)",22724,Roosevelt County 069,Valid,L5,1989,34.1,-103.48333,4.8
Found,"(34.1, -103.48333)",22723,Roosevelt County 068,Valid,L5,1988,34.1,-103.48333,13.9
Found,"(34.1, -103.48333)",22722,Roosevelt County 067,Valid,L5,1988,34.1,-103.48333,2.1
Found,"(34.1, -103.48333)",22721,Roosevelt County 066,Valid,L5,1988,34.1,-103.48333,4.9
Found,"(33.61667, -103.45)",22720,Roosevelt County 065,Valid,H5,1971,33.61667,-103.45,405.8
Found,"(34.08333, -103.5)",22719,Roosevelt County 064,Valid,H5,1969,34.08333,-103.5,24.8
Found,"(34.08333, -103.5)",22718,Roosevelt County 063,Valid,L4,1969,34.08333,-103.5,34.7
Found,"(34.21667, -103.5)",22717,Roosevelt County 062,Valid,H5,1969,34.21667,-103.5,16.2
Found,"(34.08333, -103.51667)",22716,Roosevelt County 061,Valid,H5,1968,34.08333,-103.51667,49.5
Found,"(34.08333, -103.61667)",22715,Roosevelt County 060,Valid,H5,1968,34.08333,-103.61667,34.2
Found,"(34.08333, -103.5)",22714,Roosevelt County 059,Valid,L6,1968,34.08333,-103.5,26.2
Found,"(34.08333, -103.5)",22713,Roosevelt County 058,Valid,L4,1968,34.08333,-103.5,12
Found,"(34.21667, -103.28333)",22712,Roosevelt County 057,Valid,L5,1973,34.21667,-103.28333,7.7
Found,"(34.41667, -103.58333)",22711,Roosevelt County 056,Valid,H5,1972,34.41667,-103.58333,10.3
Found,"(34.3, -103.43333)",22710,Roosevelt County 055,Valid,H5,1971,34.3,-103.43333,7.9
Found,"(34.3, -103.43333)",22709,Roosevelt County 054,Valid,H5,1971,34.3,-103.43333,361.5
Found,"(33.88333, -103.7)",22708,Roosevelt County 053,Valid,H5,1971,33.88333,-103.7,10.8
Found,"(34.1, -103.48333)",22707,Roosevelt County 052,Valid,H5,1971,34.1,-103.48333,17.7
Found,"(34.21667, -103.35)",22706,Roosevelt County 051,Valid,L5,1971,34.21667,-103.35,29.4
Found,"(34.08333, -103.5)",22705,Roosevelt County 050,Valid,L4,1971,34.08333,-103.5,13.1
Found,"(34.08333, -103.5)",22704,Roosevelt County 049,Valid,LL4,1971,34.08333,-103.5,22.8
Found,"(33.61667, -103.45)",22703,Roosevelt County 048,Valid,L6,1970,33.61667,-103.45,57.3
Found,"(34.13333, -103.36667)",22702,Roosevelt County 047,Valid,L6,1970,34.13333,-103.36667,30.3
Found,"(34.1, -103.48333)",22701,Roosevelt County 046,Valid,H5,1970,34.1,-103.48333,120.4
Found,"(34.23333, -103.25)",22700,Roosevelt County 045,Valid,L6,1970,34.23333,-103.25,55.5
Found,"(34.25, -103.51667)",22699,Roosevelt County 044,Valid,L6,1970,34.25,-103.51667,439.1
Found,"(34.08333, -103.61667)",22698,Roosevelt County 043,Valid,H4/5,1969,34.08333,-103.61667,52.1
Found,"(34.08333, -103.51667)",22697,Roosevelt County 042,Valid,H5,1969,34.08333,-103.51667,32.6
Found,"(34.08333, -103.5)",22696,Roosevelt County 041,Valid,L5,1969,34.08333,-103.5,32.4
Found,"(34.08333, -103.5)",22695,Roosevelt County 040,Valid,H5,1969,34.08333,-103.5,71.1
Found,"(34.08333, -103.5)",22694,Roosevelt County 039,Valid,H5,1969,34.08333,-103.5,38
Found,"(34.3, -103.45)",22693,Roosevelt County 038,Valid,H5,1968,34.3,-103.45,49.4
Found,"(34.08333, -103.51667)",22692,Roosevelt County 037,Valid,H4/5,1968,34.08333,-103.51667,94.3
Found,"(34.08333, -103.61667)",22691,Roosevelt County 036,Valid,H5,1968,34.08333,-103.61667,65.2
Found,"(34.08333, -103.61667)",22690,Roosevelt County 035,Valid,L6,1968,34.08333,-103.61667,81.6
Found,"(34.08333, -103.61667)",22689,Roosevelt County 034,Valid,H5,1968,34.08333,-103.61667,118.5
Found,"(34.08333, -103.5)",22688,Roosevelt County 033,Valid,L4,1968,34.08333,-103.5,21.8
Found,"(34.08333, -103.5)",22687,Roosevelt County 032,Valid,H5,1968,34.08333,-103.5,141.1
Found,"(33.78333, -103.55)",22686,Roosevelt County 031,Valid,H3.9,1984,33.78333,-103.55,397.1
Found,"(34.28333, -103.43333)",22685,Roosevelt County 030,Valid,H4,1984,34.28333,-103.43333,3.1
Found,"(34.08333, -103.5)",22684,Roosevelt County 029,Valid,H4,1984,34.08333,-103.5,4.9
Found,"(34.08333, -103.5)",22683,Roosevelt County 028,Valid,L5,1984,34.08333,-103.5,67.3
Found,"(33.8, -103.25)",22682,Roosevelt County 027,Valid,Ureilite,1984,33.8,-103.25,22.3
Found,"(34.15, -104.01667)",22681,Roosevelt County 026,Valid,L6,1984,34.15,-104.01667,12.4
Found,"(34.08333, -103.5)",22680,Roosevelt County 025,Valid,L5,1984,34.08333,-103.5,4.3
Found,"(34.08333, -103.5)",22679,Roosevelt County 024,Valid,H5,1984,34.08333,-103.5,5.6
Found,"(34.18333, -103.23333)",22678,Roosevelt County 023,Valid,H5,1984,34.18333,-103.23333,59.2
Found,"(34.21667, -103.28333)",22677,Roosevelt County 022,Valid,L6,1983,34.21667,-103.28333,8.7
Found,"(33.81806, -103.20694)",22676,Roosevelt County 021,Valid,H5,1983,33.81806,-103.20694,96
Found,"(34.13333, -103.56667)",22675,Roosevelt County 020,Valid,L5,1983,34.13333,-103.56667,528
Found,"(34.11667, -103.56667)",22674,Roosevelt County 019,Valid,L5,1982,34.11667,-103.56667,450
Found,"(34.31667, -103.41667)",22673,Roosevelt County 018,Valid,H5,1981,34.31667,-103.41667,10.8
Found,"(34.21667, -103.2)",22672,Roosevelt County 017,Valid,L6,1981,34.21667,-103.2,177.8
Found,"(34.1, -103.48333)",22671,Roosevelt County 016,Valid,H5,1981,34.1,-103.48333,138.2
Found,"(34.1, -103.48333)",22670,Roosevelt County 015,Valid,H5,1981,34.1,-103.48333,16.3
Found,"(34.1, -103.48333)",22669,Roosevelt County 014,Valid,L5,1981,34.1,-103.48333,74.7
Found,"(34.1, -103.48333)",22668,Roosevelt County 013,Valid,H5,1981,34.1,-103.48333,35.2
Found,"(34.1, -103.48333)",22667,Roosevelt County 012,Valid,H5,1981,34.1,-103.48333,173.1
Found,"(33.75, -103.13333)",22666,Roosevelt County 011,Valid,H5,1980,33.75,-103.13333,2.9
Found,"(33.08333, -103.5)",22665,Roosevelt County 010,Valid,L4,1979,33.08333,-103.5,23.6
Found,"(34.08333, -103.5)",22664,Roosevelt County 009,Valid,H5,1979,34.08333,-103.5,2.1
Found,"(34.08333, -103.5)",22663,Roosevelt County 008,Valid,H5,1979,34.08333,-103.5,25.3
Found,"(34.08333, -103.5)",22662,Roosevelt County 007,Valid,H5,1979,34.08333,-103.5,5.2
Found,"(34.08333, -103.5)",22661,Roosevelt County 006,Valid,L6,1979,34.08333,-103.5,9.7
Found,"(34.21667, -103.28333)",22660,Roosevelt County 005,Valid,L6,1978,34.21667,-103.28333,12
Found,"(34.08333, -103.5)",22659,Roosevelt County 004,Valid,L6,1977,34.08333,-103.5,882
Found,"(33.88333, -103.56667)",22658,Roosevelt County 003,Valid,H5,1976,33.88333,-103.56667,30.3
Found,"(33.71667, -103.65)",22657,Roosevelt County 002,Valid,L6,1973,33.71667,-103.65,18.2
Found,"(33.78333, -103.56667)",22656,Roosevelt County 001,Valid,H3.8,1968,33.78333,-103.56667,462
Found,"(34.86667, -98.95)",22655,Roosevelt,Valid,H3.4,1972,34.86667,-98.95,5200
Found,"(35.76667, -102.95)",22651,Romero,Valid,H4,1938,35.76667,-102.95,17200
Found,"(37.08333, -101.6)",22649,Rolla (d),Valid,H,1942,37.08333,-101.6,50
Found,"(37.08333, -101.6)",22648,Rolla (1941),Valid,H5,1941,37.08333,-101.6,435
Found,"(37.11667, -101.6)",22647,Rolla (1939),Valid,H4,1939,37.11667,-101.6,207.5
Found,"(37.11667, -101.6)",22646,Rolla (1936),Valid,H5,1936,37.11667,-101.6,440
Found,"(34.065, -103.40833)",22645,Rogers,Valid,L,1974,34.065,-103.40833,982
Found,"(25.33333, -104.66667)",22643,Rodeo,Valid,"Iron, IID",1852,25.33333,-104.66667,44000
Found,"(41.65, -109.025)",22639,Rock Springs,Valid,L6,2003,41.65,-109.025,52.7
Found,"(34.42222, -101.4975)",22638,Rock Creek,Valid,L5,1980,34.42222,-101.4975,1641
Fell,"(41.08333, -86.28333)",22637,Rochester,Valid,H6,1876,41.08333,-86.28333,340
Found,"(35.67355, -115.35067)",22624,Roach Dry Lake 075,Valid,H6,2002,35.67355,-115.35067,29.9
Found,"(35.67725, -115.3566)",22623,Roach Dry Lake 064,Valid,H6,2002,35.67725,-115.3566,18.26
Found,"(35.6701, -115.37248)",22622,Roach Dry Lake 031,Valid,H6,2002,35.6701,-115.37248,36.2
Found,"(35.67405, -115.36807)",22621,Roach Dry Lake 030,Valid,EL6,2002,35.67405,-115.36807,10.13
Found,"(35.68078, -115.34062)",22620,Roach Dry Lake 027,Valid,H5,2002,35.68078,-115.34062,18.65
Found,"(35.68345, -115.34703)",22619,Roach Dry Lake 006,Valid,H6,2001,35.68345,-115.34703,6.53
Found,"(35.6717, -115.36722)",22618,Roach Dry Lake 003,Valid,H5,2000,35.6717,-115.36722,4.2
Found,"(35.65933, -115.37167)",22617,Roach Dry Lake 002,Valid,L6,2000,35.65933,-115.37167,5
Found,"(35.63333, -115.36667)",22616,Roach,Valid,LL6,1998,35.63333,-115.36667,10.56
Found,"(38.51667, -107.83333)",22605,Rifle,Valid,"Iron, IAB-MG",1948,38.51667,-107.83333,102700
Found,"(35.58333, -117.56667)",22604,Ridgecrest,Valid,H5,1958,35.58333,-117.56667,9.69
Fell,"(37.46667, -77.5)",22603,Richmond,Valid,LL5,1828,37.46667,-77.5,1800
Fell,"(31.25, -99.03333)",22602,Richland Springs,Valid,OC,1980,31.25,-99.03333,1900
Found,"(31.9, -96.4)",22601,Richland,Valid,"Iron, IIAB",1951,31.9,-96.4,50600
Found,"(37.22222, -101.68139)",22600,Richfield,Valid,LL3.7,1983,37.22222,-101.68139,40800
Fell,"(46.88333, -102.31667)",22599,Richardton,Valid,H5,1918,46.88333,-102.31667,90000
Fell,"(35.03333, -83.03333)",22597,Rich Mountain,Valid,L6,1903,35.03333,-83.03333,668
Found,"(33.53333, -99.61667)",22595,Rhineland,Valid,H5,1961,33.53333,-99.61667,6240
Found,"(40.08333, -98.91667)",22591,Republican River,Valid,H4,1942,40.08333,-98.91667,135
Found,"(36.98667, -97.555)",22588,Renfrow,Valid,L6,1986,36.98667,-97.555,81600
Found,"(43.86667, -85.51667)",22552,Reed City,Valid,"Iron, ungrouped",1895,43.86667,-85.51667,20000
Found,"(40.25, -100.5)",22550,Red Willow,Valid,Iron,1899,40.25,-100.5,2750
Found,"(35.41667, -117.91667)",22549,Red Rock,Valid,"Iron, IIIAB",1976,35.41667,-117.91667,47600
Found,"(32.0, -95.0)",22548,Red River,Valid,"Iron, IIIAB",1808,32,-95,800000
Found,"(35.69733, -114.06167)",22547,Red Dry Lake 031,Valid,H4,2002,35.69733,-114.06167,4.8
Found,"(35.66375, -114.02698)",22546,Red Dry Lake 023,Valid,L5,2002,35.66375,-114.02698,5.9
Found,"(35.66185, -114.0271)",22545,Red Dry Lake 022,Valid,H6,2002,35.66185,-114.0271,17
Found,"(35.62723, -114.04323)",22544,Red Dry Lake 009,Valid,H3.6,2001,35.62723,-114.04323,13
Found,"(35.62705, -114.04336)",22543,Red Dry Lake 006,Valid,H4,2001,35.62705,-114.04336,40
Found,"(35.64645, -114.02853)",22542,Red Dry Lake 005,Valid,H6,2001,35.64645,-114.02853,12
Found,"(35.6464, -114.02849)",22541,Red Dry Lake 004,Valid,H6,2001,35.6464,-114.02849,13.5
